color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,people,category
Color,Jill Sprecher,79.0,104.0,11.0,194.0,Rob McElhenney,11000.0,3287435.0,Drama,Matthew McConaughey,Thirteen Conversations About One Thing ,8603,12250,Amy Irving,2.0,attorney|happiness|house cleaner|physics|professor,http://www.imdb.com/title/tt0268690/?ref_=fn_tt_tt_1,115.0,English,USA,R,4500000.0,2001.0,813.0,7.1,1.85,430,Matthew_McConaughey|Rob_McElhenney|Amy_Irving|Jill_Sprecher,1
Color,Patrice Leconte,61.0,112.0,83.0,8.0,Daniel Auteuil,2000.0,3058380.0,Drama|Romance,Emir Kusturica,The Widow of Saint-Pierre ,4767,2389,Yves Jacques,1.0,archipelago|guillotine|island|prison|redemption,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,69.0,French,France,R,100000000.0,2000.0,370.0,7.3,2.35,186,Emir_Kusturica|Daniel_Auteuil|Yves_Jacques|Patrice_Leconte,1
Color,Rupert Wyatt,529.0,105.0,81.0,779.0,David Oyelowo,11000.0,176740650.0,Action|Drama|Sci-Fi|Thriller,James Franco,Rise of the Planet of the Apes ,403836,13118,Tyler Labine,0.0,alzheimer's disease|ape|chimpanzee|fire|when animals attack,http://www.imdb.com/title/tt1318514/?ref_=fn_tt_tt_1,646.0,English,USA,PG-13,93000000.0,2011.0,1000.0,7.6,2.35,47000,James_Franco|David_Oyelowo|Tyler_Labine|Rupert_Wyatt,41
Color,Joe Wright,177.0,135.0,456.0,241.0,Brenda Blethyn,422.0,38372662.0,Drama|Romance,Talulah Riley,Pride & Prejudice ,193455,1083,Simon Woods,2.0,bachelor|england|gentleman|georgian|love,http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1,1058.0,English,France,PG,28000000.0,2005.0,286.0,7.8,2.35,17000,Talulah_Riley|Brenda_Blethyn|Simon_Woods|Joe_Wright,1
Color,Peter Howitt,90.0,90.0,29.0,142.0,Mike Doyle,638.0,17848322.0,Comedy|Romance,Frances Fisher,Laws of Attraction ,18771,961,Nora Dunn,1.0,date|divorce|divorce lawyer|drinking|lawyer,http://www.imdb.com/title/tt0323033/?ref_=fn_tt_tt_1,102.0,English,Ireland,PG-13,28000000.0,2004.0,160.0,5.9,2.35,702,Frances_Fisher|Mike_Doyle|Nora_Dunn|Peter_Howitt,10
Color,Michael Moore,263.0,123.0,909.0,184.0,Tucker Albrizzi,909.0,24530513.0,Documentary|Drama,Michael Moore,Sicko ,66610,1633,Bill Clinton,1.0,canada|cuba|france|guantanamo|hmo,http://www.imdb.com/title/tt0386032/?ref_=fn_tt_tt_1,429.0,English,USA,PG-13,9000000.0,2007.0,203.0,8.0,1.85,0,Michael_Moore|Tucker_Albrizzi|Bill_Clinton|Michael_Moore,1
Color,Patrick Lussier,264.0,101.0,71.0,725.0,Jaime King,10000.0,51527787.0,Horror|Thriller,Jensen Ackles,My Bloody Valentine ,45603,14159,Edi Gathegi,0.0,coma|death|miner|valentine|valentine's day,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,268.0,English,USA,R,15000000.0,2009.0,960.0,5.5,1.85,0,Jensen_Ackles|Jaime_King|Edi_Gathegi|Patrick_Lussier,49
Color,Fede Alvarez,543.0,96.0,201.0,58.0,Elizabeth Blackmore,394.0,54239856.0,Horror,Lou Taylor Pucci,Evil Dead ,125016,673,Ellen Sandweiss,0.0,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,789.0,English,USA,R,17000000.0,2013.0,150.0,6.5,2.35,70000,Lou_Taylor_Pucci|Elizabeth_Blackmore|Ellen_Sandweiss|Fede_Alvarez,49
Color,Marc Webb,331.0,95.0,464.0,11000.0,Chlo?? Grace Moretz,23000.0,32391374.0,Comedy|Drama|Romance,Joseph Gordon-Levitt,500 Days of Summer ,376600,54075,Zooey Deschanel,43.0,friend|greeting card|office|summer|true love,http://www.imdb.com/title/tt1022603/?ref_=fn_tt_tt_1,494.0,English,USA,PG-13,7500000.0,2009.0,17000.0,7.7,2.35,40000,Joseph_Gordon-Levitt|Chlo??_Grace_Moretz|Zooey_Deschanel|Marc_Webb,44
Color,Scott Cooper,273.0,112.0,108.0,175.0,Beth Grant,12000.0,39462438.0,Drama|Music|Romance,Jeff Bridges,Crazy Heart ,67760,13172,Debrianna Mansini,0.0,country music|country western singer|journalist|musician|singer,http://www.imdb.com/title/tt1263670/?ref_=fn_tt_tt_1,226.0,English,USA,R,7000000.0,2009.0,628.0,7.3,2.35,0,Jeff_Bridges|Beth_Grant|Debrianna_Mansini|Scott_Cooper,31
Color,Florent-Emilio Siri,152.0,113.0,17.0,759.0,Bruce Willis,87000.0,34636443.0,Action|Crime|Drama|Mystery|Thriller,Jimmy Bennett,Hostage ,93790,103354,Ransford Doherty,0.0,california|hostage|hostage negotiator|organized crime|police,http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1,288.0,English,USA,R,52000000.0,2005.0,13000.0,6.6,2.35,0,Jimmy_Bennett|Bruce_Willis|Ransford_Doherty|Florent-Emilio_Siri,7
Black and White,Victor Fleming,213.0,102.0,149.0,357.0,Terry,695.0,22202612.0,Adventure|Family|Fantasy|Musical,Margaret Hamilton,The Wizard of Oz ,291875,2509,Billie Burke,3.0,evil witch|tornado|witch|wizard|wizard of oz,http://www.imdb.com/title/tt0032138/?ref_=fn_tt_tt_1,533.0,English,USA,Passed,2800000.0,1939.0,421.0,8.1,1.37,14000,Margaret_Hamilton|Terry|Billie_Burke|Victor_Fleming,0
Color,Jim Sonzero,148.0,90.0,2.0,807.0,Christina Milian,16000.0,20259297.0,Drama|Horror|Sci-Fi|Thriller,Ian Somerhalder,Pulse ,24969,19952,Rick Gonzalez,0.0,cell phone|computer|computer hacker|e mail|technology,http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1,258.0,English,USA,PG-13,20000000.0,2006.0,1000.0,4.7,2.35,0,Ian_Somerhalder|Christina_Milian|Rick_Gonzalez|Jim_Sonzero,13
Color,Rick Famuyiwa,71.0,103.0,44.0,625.0,Lance Gross,953.0,20246959.0,Comedy|Romance,America Ferrera,Our Family Wedding ,5721,3299,Lupe Ontiveros,2.0,california|love|marriage|wedding|wedding dress,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,20.0,English,USA,PG-13,14000000.0,2010.0,849.0,4.9,2.35,1000,America_Ferrera|Lance_Gross|Lupe_Ontiveros|Rick_Famuyiwa,16
Color,Andrew Adamson,205.0,93.0,80.0,48.0,Jennifer Saunders,692.0,436471036.0,Adventure|Animation|Comedy|Family|Fantasy|Romance,Rupert Everett,Shrek 2 ,314630,1148,Conrad Vernon,1.0,drag queen|physical appearance|princess|queen|sequel,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1,483.0,English,USA,PG,150000000.0,2004.0,309.0,7.2,1.85,0,Rupert_Everett|Jennifer_Saunders|Conrad_Vernon|Andrew_Adamson,8
Color,Brian De Palma,147.0,142.0,0.0,638.0,F. Murray Abraham,14000.0,44700000.0,Crime|Drama,Al Pacino,Scarface ,537442,16464,Mary Elizabeth Mastrantonio,0.0,assassination attempt|capitalism|cocaine|cuban american|cuban refugee,http://www.imdb.com/title/tt0086250/?ref_=fn_tt_tt_1,851.0,English,USA,R,25000000.0,1983.0,670.0,8.3,2.35,19000,Al_Pacino|F._Murray_Abraham|Mary_Elizabeth_Mastrantonio|Brian_De_Palma,36
Color,David Zucker,43.0,85.0,119.0,144.0,Priscilla Presley,3000.0,86930411.0,Comedy|Crime,George Kennedy,The Naked Gun 2??: The Smell of Fear ,83269,3847,O.J. Simpson,6.0,american president|evil industrialist|ex girlfriend|political leader|president,http://www.imdb.com/title/tt0102510/?ref_=fn_tt_tt_1,87.0,English,USA,PG-13,23000000.0,1991.0,348.0,6.8,1.85,0,George_Kennedy|Priscilla_Presley|O.J._Simpson|David_Zucker,20
Color,Don Bluth,131.0,94.0,383.0,886.0,Janeane Garofalo,13000.0,22751979.0,Action|Adventure|Animation|Family|Sci-Fi,Matt Damon,Titan A.E. ,52244,15857,Nathan Lane,0.0,alien|captain|escape|pilot|scientist,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,377.0,English,USA,PG,75000000.0,2000.0,1000.0,6.6,2.35,0,Matt_Damon|Janeane_Garofalo|Nathan_Lane|Don_Bluth,9
Color,Roger Kumble,101.0,92.0,16.0,734.0,Brooke Shields,3000.0,17596256.0,Comedy|Family,Brendan Fraser,Furry Vengeance ,12399,6327,Matt Prokop,1.0,animal|bear|land developer|real estate|real estate developer,http://www.imdb.com/title/tt0492389/?ref_=fn_tt_tt_1,84.0,English,USA,PG,35000000.0,2010.0,1000.0,3.8,1.85,0,Brendan_Fraser|Brooke_Shields|Matt_Prokop|Roger_Kumble,40
Color,Paul Weitz,153.0,107.0,80.0,841.0,Dennis Quaid,2000.0,7156725.0,Comedy|Music,Judy Greer,American Dreamz ,22639,5992,Chris Klein,6.0,chief of staff|contest|president|singing|terrorist,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,217.0,English,USA,PG-13,19000000.0,2006.0,2000.0,5.5,1.85,300,Judy_Greer|Dennis_Quaid|Chris_Klein|Paul_Weitz,38
Color,Gary McKendry,189.0,116.0,5.0,748.0,Robert De Niro,26000.0,25093607.0,Action|Crime|Thriller,Jason Statham,Killer Elite ,105556,49608,Ben Mendelsohn,2.0,australia|death|mentor|revenge|secret society,http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1,157.0,English,UK,R,35000000.0,2011.0,22000.0,6.5,2.35,17000,Jason_Statham|Robert_De_Niro|Ben_Mendelsohn|Gary_McKendry,5
Color,Dinesh D'Souza,30.0,87.0,67.0,67.0,Zackary Steven Graham,871.0,33349949.0,Documentary,Barack Obama,2016: Obama's America ,9010,1111,Dinesh D'Souza,0.0,critically bashed|partisan commentary|political propoganda|punctuation in title|reenactment,http://www.imdb.com/title/tt2247692/?ref_=fn_tt_tt_1,199.0,English,USA,PG,2500000.0,2012.0,118.0,5.1,1.85,0,Barack_Obama|Zackary_Steven_Graham|Dinesh_D'Souza|Dinesh_D'Souza,38
Color,Anne Fletcher,107.0,104.0,98.0,920.0,Alyson Stoner,17000.0,65269010.0,Crime|Drama|Music|Romance,Channing Tatum,Step Up ,90938,21380,Josh Henderson,0.0,dance|dancer|school|showcase|student,http://www.imdb.com/title/tt0462590/?ref_=fn_tt_tt_1,271.0,English,USA,PG-13,12000000.0,2006.0,2000.0,6.5,2.35,0,Channing_Tatum|Alyson_Stoner|Josh_Henderson|Anne_Fletcher,31
Color,Richard LaGravenese,131.0,126.0,98.0,37.0,Harry Connick Jr.,18000.0,53680848.0,Drama|Romance,Gerard Butler,P.S. I Love You ,167967,18726,Nellie McKay,1.0,birthday|friendship|hairy chest|letter|widow,http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,243.0,English,USA,PG-13,30000000.0,2007.0,631.0,7.1,1.85,20000,Gerard_Butler|Harry_Connick_Jr.|Nellie_McKay|Richard_LaGravenese,1
Color,Sam Weisman,53.0,92.0,39.0,458.0,Abraham Benrubi,3000.0,105263257.0,Action|Adventure|Comedy|Family|Romance,Brendan Fraser,George of the Jungle ,56168,4518,Holland Taylor,0.0,animal companion|heiress|hero|jungle|male objectification,http://www.imdb.com/title/tt0119190/?ref_=fn_tt_tt_1,103.0,English,USA,PG,55000000.0,1997.0,562.0,5.4,1.85,5000,Brendan_Fraser|Abraham_Benrubi|Holland_Taylor|Sam_Weisman,40
Color,Roland Emmerich,239.0,124.0,776.0,812.0,Dennis Quaid,15000.0,186739919.0,Action|Adventure|Sci-Fi|Thriller,Jake Gyllenhaal,The Day After Tomorrow ,333248,20553,Sela Ward,0.0,climate|end of the world|global warming|natural disaster|weather,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1,1159.0,English,USA,PG-13,125000000.0,2004.0,2000.0,6.4,2.35,19000,Jake_Gyllenhaal|Dennis_Quaid|Sela_Ward|Roland_Emmerich,35
Color,George Tillman Jr.,196.0,98.0,88.0,706.0,Tom Berenger,12000.0,23225911.0,Action|Crime|Drama|Thriller,Dwayne Johnson,Faster ,80574,14699,Mike Epps,1.0,gun|prison|reference to god|reference to jesus christ|vengeance,http://www.imdb.com/title/tt1433108/?ref_=fn_tt_tt_1,157.0,English,USA,R,24000000.0,2010.0,854.0,6.5,2.35,12000,Dwayne_Johnson|Tom_Berenger|Mike_Epps|George_Tillman_Jr.,22
Color,Dennis Dugan,77.0,92.0,221.0,491.0,Kevin Nealon,11000.0,38624000.0,Comedy|Sport,Adam Sandler,Happy Gilmore ,156143,13162,Frances Bay,1.0,golf|golf ball|golfer|grandmother's house|tournament,http://www.imdb.com/title/tt0116483/?ref_=fn_tt_tt_1,289.0,English,USA,PG-13,12000000.0,1996.0,503.0,7.0,1.85,0,Adam_Sandler|Kevin_Nealon|Frances_Bay|Dennis_Dugan,38
Color,Jim Goddard,21.0,97.0,3.0,161.0,Paul Freeman,400.0,2315683.0,Adventure|Crime|Drama|Romance,Victor Wong,Shanghai Surprise ,4081,805,Clyde Kusatsu,0.0,china|missionary|opium|villain|year 1937,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,28.0,English,UK,PG-13,17000000.0,1986.0,193.0,3.0,1.85,154,Victor_Wong|Paul_Freeman|Clyde_Kusatsu|Jim_Goddard,1
Color,David Fincher,216.0,127.0,21000.0,360.0,Brad Pitt,11000.0,100125340.0,Crime|Drama|Mystery|Thriller,Morgan Freeman,Se7en ,1023511,22678,Reg E. Cathey,0.0,detective|police partner|serial killer|serial murder|seven deadly sins,http://www.imdb.com/title/tt0114369/?ref_=fn_tt_tt_1,1080.0,English,USA,R,33000000.0,1995.0,11000.0,8.6,2.35,39000,Morgan_Freeman|Brad_Pitt|Reg_E._Cathey|David_Fincher,39
Color,Ben Stiller,362.0,114.0,0.0,423.0,Adrian Martinez,3000.0,58229120.0,Adventure|Comedy|Drama|Fantasy|Romance,Adam Scott,The Secret Life of Walter Mitty ,236421,5095,Joey Slotnick,1.0,daydream|life magazine|magazine|photographer|snow leopard,http://www.imdb.com/title/tt0359950/?ref_=fn_tt_tt_1,515.0,English,USA,PG,90000000.0,2013.0,806.0,7.3,2.35,70000,Adam_Scott|Adrian_Martinez|Joey_Slotnick|Ben_Stiller,21
Color,Charles Stone III,63.0,104.0,30.0,635.0,Chris Noth,1000.0,21800302.0,Comedy|Drama|Romance|Sport,Bernie Mac,Mr 3000 ,12164,4462,Paul Sorvino,1.0,baseball|baseball movie|cartoon on tv|dodge viper|retirement,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,63.0,English,USA,PG-13,30000000.0,2004.0,962.0,5.5,1.85,491,Bernie_Mac|Chris_Noth|Paul_Sorvino|Charles_Stone_III,24
Color,Andrew Stanton,301.0,100.0,475.0,799.0,Stephen Root,1000.0,380838870.0,Adventure|Animation|Comedy|Family,Alexander Gould,Finding Nemo ,692482,5641,Brad Garrett,0.0,great barrier reef|protective father|separation from family|shark|short term memory loss,http://www.imdb.com/title/tt0266543/?ref_=fn_tt_tt_1,866.0,English,USA,G,94000000.0,2003.0,939.0,8.2,1.85,11000,Alexander_Gould|Stephen_Root|Brad_Garrett|Andrew_Stanton,28
Color,James Mangold,295.0,122.0,446.0,600.0,Logan Lerman,23000.0,53574088.0,Adventure|Crime|Drama|Western,Christian Bale,3:10 to Yuma ,237872,33548,Gretchen Mol,1.0,outlaw|rancher|small western town|stagecoach|train,http://www.imdb.com/title/tt0381849/?ref_=fn_tt_tt_1,560.0,English,USA,R,55000000.0,2007.0,8000.0,7.8,2.35,0,Christian_Bale|Logan_Lerman|Gretchen_Mol|James_Mangold,17
Color,Jean-Jacques Annaud,76.0,136.0,218.0,400.0,Mako,11000.0,37901509.0,Adventure|Biography|Drama|History|War,Brad Pitt,Seven Years in Tibet ,96385,12226,Victor Wong,1.0,austria|dalai lama|himalaya|mountain|tibet,http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1,119.0,English,USA,PG-13,70000000.0,1997.0,691.0,7.0,2.35,0,Brad_Pitt|Mako|Victor_Wong|Jean-Jacques_Annaud,39
Color,Tobe Hooper,277.0,88.0,365.0,177.0,Edwin Neal,383.0,30859000.0,Horror|Thriller,Gunnar Hansen,The Texas Chain Saw Massacre ,96410,1094,Marilyn Burns,0.0,cannibal|chainsaw|hitchhiker|independent film|leatherface,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,826.0,English,USA,R,83532.0,1974.0,371.0,7.5,1.85,0,Gunnar_Hansen|Edwin_Neal|Marilyn_Burns|Tobe_Hooper,49
Color,Paul W.S. Anderson,226.0,100.0,545.0,766.0,Jaymes Butler,14000.0,39532308.0,Action|Horror|Sci-Fi,Milla Jovovich,Resident Evil ,198701,17902,Colin Salmon,0.0,amnesia|quarantine|special forces|virus|zombie,http://www.imdb.com/title/tt0120804/?ref_=fn_tt_tt_1,1138.0,English,UK,R,33000000.0,2002.0,2000.0,6.7,1.85,0,Milla_Jovovich|Jaymes_Butler|Colin_Salmon|Paul_W.S._Anderson,13
Color,Whit Stillman,71.0,98.0,89.0,3.0,Taylor Nichols,88.0,2938208.0,Comedy|Drama|Romance,Chris Eigeman,Metropolitan ,7143,173,Ellia Thompson,1.0,apartment|dancing|debutante|new york|upper class,http://www.imdb.com/title/tt0100142/?ref_=fn_tt_tt_1,52.0,English,USA,PG-13,225000.0,1990.0,74.0,7.5,1.66,865,Chris_Eigeman|Taylor_Nichols|Ellia_Thompson|Whit_Stillman,24
Color,Jeremy Leven,44.0,97.0,19.0,977.0,Marlon Brando,40000.0,22200000.0,Comedy|Drama|Romance,Johnny Depp,Don Juan DeMarco ,41310,52122,Faye Dunaway,3.0,don juan|mental institution|patient|psychiatrist|retirement,http://www.imdb.com/title/tt0112883/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,25000000.0,1994.0,10000.0,6.8,1.85,0,Johnny_Depp|Marlon_Brando|Faye_Dunaway|Jeremy_Leven,24
Color,Jeff Wadlow,137.0,90.0,65.0,683.0,Gary Cole,1000.0,10042266.0,Drama|Horror|Mystery|Thriller,Julian Morris,Cry_Wolf ,23021,3155,Lindy Booth,0.0,e mail|game|school|serial killer|student,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,220.0,English,USA,PG-13,1000000.0,2005.0,989.0,5.9,2.35,816,Julian_Morris|Gary_Cole|Lindy_Booth|Jeff_Wadlow,30
Color,Ol Parker,85.0,90.0,21.0,112.0,Ben Miles,186.0,671240.0,Comedy|Drama|Romance,Celia Imrie,Imagine Me & You ,23023,619,Darren Boyd,0.0,florist|friend|friendship|lesbian|love,http://www.imdb.com/title/tt0421994/?ref_=fn_tt_tt_1,149.0,English,UK,R,7900000.0,2005.0,119.0,6.9,2.35,0,Celia_Imrie|Ben_Miles|Darren_Boyd|Ol_Parker,18
Color,Mike Disa,77.0,86.0,6.0,843.0,Phil LaMarr,1000.0,10134754.0,Animation|Comedy|Family,Amy Poehler,Hoodwinked Too! Hood vs. Evil ,9682,5393,Cheech Marin,0.0,3 dimensional|box office flop|critically bashed|red riding hood|wolf,http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,38.0,English,USA,PG,30000000.0,2011.0,857.0,4.8,1.85,0,Amy_Poehler|Phil_LaMarr|Cheech_Marin|Mike_Disa,28
Color,Prachya Pinkaew,112.0,111.0,64.0,380.0,Nathan Jones,778.0,11905519.0,Action|Crime|Drama|Thriller,Jon Foo,The Protector ,30210,2205,Johnny Nguyen,0.0,die hard scenario|elephant|long take|police|sydney australia,http://www.imdb.com/title/tt0427954/?ref_=fn_tt_tt_1,214.0,Thai,Thailand,R,200000000.0,2005.0,635.0,7.1,1.85,0,Jon_Foo|Nathan_Jones|Johnny_Nguyen|Prachya_Pinkaew,22
Color,Penny Marshall,12.0,128.0,545.0,353.0,Cliff Robertson,783.0,24332324.0,Comedy|Drama,Ed Begley Jr.,Renaissance Man ,13830,3126,Lillo Brancato,1.0,army|basic training|reference to shakespeare's hamlet|teacher|u.s. army,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,61.0,English,USA,PG-13,40000000.0,1994.0,754.0,6.1,1.85,680,Ed_Begley_Jr.|Cliff_Robertson|Lillo_Brancato|Penny_Marshall,1
Color,Rob Bowman,142.0,121.0,38.0,745.0,Mitch Pileggi,940.0,83892374.0,Drama|Mystery|Sci-Fi|Thriller,Martin Landau,The X Files ,85720,4230,Jeffrey DeMunn,0.0,agent|alien|bomb|fbi|government,http://www.imdb.com/title/tt0120902/?ref_=fn_tt_tt_1,297.0,English,USA,PG-13,66000000.0,1998.0,826.0,7.0,2.35,0,Martin_Landau|Mitch_Pileggi|Jeffrey_DeMunn|Rob_Bowman,30
Color,Evan Goldberg,418.0,107.0,133.0,9000.0,James Franco,17000.0,101470202.0,Comedy|Fantasy,Channing Tatum,This Is the End ,310540,38751,Emma Watson,6.0,apocalypse|celebrity|ensemble cast|party|rapture,http://www.imdb.com/title/tt1245492/?ref_=fn_tt_tt_1,669.0,English,USA,R,32000000.0,2013.0,11000.0,6.7,2.35,97000,Channing_Tatum|James_Franco|Emma_Watson|Evan_Goldberg,27
Color,David O. Russell,538.0,138.0,737.0,14000.0,Christian Bale,34000.0,150117807.0,Crime|Drama,Jennifer Lawrence,American Hustle ,358416,83012,Bradley Cooper,5.0,based on true story|con artist|drunk wife|fbi investigation|scam,http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1,751.0,English,USA,R,40000000.0,2013.0,23000.0,7.3,2.35,63000,Jennifer_Lawrence|Christian_Bale|Bradley_Cooper|David_O._Russell,17
Color,Mark Neveldine,180.0,95.0,83.0,1000.0,Logan Lerman,18000.0,20488579.0,Action|Sci-Fi|Thriller,Gerard Butler,Gamer ,113483,29926,Alison Lohman,1.0,battle|convict|death|mind control|role playing,http://www.imdb.com/title/tt1034032/?ref_=fn_tt_tt_1,245.0,English,USA,R,50000000.0,2009.0,8000.0,5.8,1.85,0,Gerard_Butler|Logan_Lerman|Alison_Lohman|Mark_Neveldine,35
Color,Jamie Babbit,99.0,85.0,91.0,849.0,Clea DuVall,1000.0,2199853.0,Comedy|Drama,Natasha Lyonne,But I'm a Cheerleader ,19986,4289,Eddie Cibrian,1.0,cheerleader|gay|homosexual|lesbian|lesbian relationship,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,186.0,English,USA,R,1200000.0,1999.0,1000.0,6.6,1.85,0,Natasha_Lyonne|Clea_DuVall|Eddie_Cibrian|Jamie_Babbit,1
Black and White,Henry Selick,310.0,100.0,253.0,57.0,Dawn French,309.0,75280058.0,Animation|Family|Fantasy,Jennifer Saunders,Coraline ,143121,647,John Hodgman,1.0,dream|new home|parallel worlds|scissors|secret door,http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1,279.0,English,USA,PG,60000000.0,2009.0,229.0,7.7,1.85,10000,Jennifer_Saunders|Dawn_French|John_Hodgman|Henry_Selick,0
Color,Morgan Spurlock,83.0,106.0,293.0,547.0,Zayn Malik,773.0,28873374.0,Documentary|Music,Harry Styles,One Direction: This Is Us ,22161,2787,Niall Horan,11.0,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,68.0,English,USA,PG,10000000.0,2013.0,734.0,4.1,1.85,0,Harry_Styles|Zayn_Malik|Niall_Horan|Morgan_Spurlock,31
Color,Jane Campion,138.0,113.0,319.0,48.0,Nick Damici,1000.0,4717455.0,Mystery|Thriller,Jennifer Jason Leigh,In the Cut ,18632,1171,Susan Gardner,0.0,blow job|female rear nudity|female removes her clothes|oral sex|three of spades tattoo,http://www.imdb.com/title/tt0199626/?ref_=fn_tt_tt_1,354.0,English,Australia,R,12000000.0,2003.0,65.0,5.3,1.85,656,Jennifer_Jason_Leigh|Nick_Damici|Susan_Gardner|Jane_Campion,30
Color,John Hoffman,52.0,87.0,9.0,503.0,Molly Shannon,818.0,37566230.0,Comedy|Drama|Family|Fantasy|Sci-Fi,Liam Aiken,Good Boy! ,3407,2164,Kevin Nealon,1.0,dog|friend|neighborhood|planet|star,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,48.0,English,USA,PG,17000000.0,2003.0,636.0,5.1,1.85,309,Liam_Aiken|Molly_Shannon|Kevin_Nealon|John_Hoffman,27
Color,Jeremy Saulnier,322.0,95.0,57.0,233.0,Mark Webber,727.0,3219029.0,Crime|Horror|Music|Thriller,Alia Shawkat,Green Room ,28845,1836,Joe Cole,0.0,murder|neo nazi|punk band|skinhead|suspense,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,125.0,English,USA,R,5000000.0,2015.0,442.0,7.1,2.35,10000,Alia_Shawkat|Mark_Webber|Joe_Cole|Jeremy_Saulnier,49
Color,Bruce Campbell,100.0,84.0,0.0,158.0,Dan Hicks,634.0,173066.0,Comedy|Fantasy,Ted Raimi,My Name Is Bruce ,21379,1238,Timothy Patrick Quill,1.0,b movie|birthday|chinese|demon|small town,http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,88.0,English,USA,R,1500000.0,2007.0,328.0,6.3,1.85,0,Ted_Raimi|Dan_Hicks|Timothy_Patrick_Quill|Bruce_Campbell,27
Color,Tom Tykwer,511.0,172.0,670.0,1000.0,Jim Sturgess,15000.0,27098580.0,Drama|Sci-Fi,Tom Hanks,Cloud Atlas ,284825,22686,Jim Broadbent,5.0,composer|future|letter|nonlinear timeline|nursing home,http://www.imdb.com/title/tt1371111/?ref_=fn_tt_tt_1,828.0,English,Germany,R,102000000.0,2012.0,5000.0,7.5,2.35,124000,Tom_Hanks|Jim_Sturgess|Jim_Broadbent|Tom_Tykwer,1
Color,Mira Nair,137.0,114.0,300.0,73.0,Randeep Hooda,307.0,13876974.0,Comedy|Drama|Romance,Naseeruddin Shah,Monsoon Wedding ,19397,809,Lillete Dubey,0.0,arranged marriage|bride|celebration|marriage|wedding,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,214.0,Hindi,India,R,7000000.0,2001.0,209.0,7.4,1.85,0,Naseeruddin_Shah|Randeep_Hooda|Lillete_Dubey|Mira_Nair,16
Color,Rick Friedberg,27.0,81.0,8.0,341.0,Barry Bostwick,844.0,26906039.0,Action|Comedy,Hulk Hogan,Spy Hard ,29621,2653,Nicollette Sheridan,2.0,1990s|dentist|hit with a door|martial arts|museum,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,76.0,English,USA,PG-13,18000000.0,1996.0,456.0,5.3,1.85,588,Hulk_Hogan|Barry_Bostwick|Nicollette_Sheridan|Rick_Friedberg,38
Color,Karen Moncrieff,44.0,88.0,22.0,275.0,Agnes Bruckner,638.0,464126.0,Drama,Frances Fisher,Blue Car ,3142,1641,A.J. Buckley,0.0,contest|poetry|refusing to eat|starving oneself|teenage girl,http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,68.0,English,USA,R,1000000.0,2002.0,400.0,6.7,1.85,115,Frances_Fisher|Agnes_Bruckner|A.J._Buckley|Karen_Moncrieff,1
